2021-09-17;BW;554341;1962;10469;10534
2021-09-17;BY;706557;2506;11399;15511
2021-09-17;BE;201092;492;3056;3615
2021-09-17;BB;114355;192;1106;3833
2021-09-17;HB;31350;102;741;504
2021-09-17;HH;89251;216;1187;1675
2021-09-17;HE;324992;924;5465;7687
2021-09-17;MV;47704;79;542;1195
2021-09-17;NI;292713;801;4949;5902
2021-09-17;NW;938040;2228;14656;17617
2021-09-17;RP;175669;543;3258;3957
2021-09-17;SL;46413;108;665;1046
2021-09-17;SN;293440;277;1538;10189
2021-09-17;ST;102436;151;783;3517
2021-09-17;SH;74568;206;1175;1675
2021-09-17;TH;132957;235;1106;4400
2021-09-17;DE;4125878;11022;62095;92857
