2021-07-14,BW,501961,10323
2021-07-14,BY,649333,15298
2021-07-14,BE,180739,3565
2021-07-14,BB,108871,3813
2021-07-14,HB,27576,488
2021-07-14,HH,77724,1602
2021-07-14,HE,291984,7561
2021-07-14,MV,44206,1164
2021-07-14,NI,261843,5799
2021-07-14,NW,818646,17226
2021-07-14,RP,155757,3894
2021-07-14,SL,41632,1030
2021-07-14,SN,286085,10107
2021-07-14,ST,99302,3433
2021-07-14,SH,64137,1627
2021-07-14,TH,128887,4357
2021-07-14,DE,3738683,91287
