2021-08-25;BW;518705;1630;5843;10456
2021-08-25;BY;668081;1859;6512;15393
2021-08-25;BE;190253;471;2471;3595
2021-08-25;BB;110973;138;589;3822
2021-08-25;HB;28820;85;408;498
2021-08-25;HH;83784;198;1259;1640
2021-08-25;HE;303606;1028;3813;7622
2021-08-25;MV;45763;102;425;1187
2021-08-25;NI;273392;817;3489;5845
2021-08-25;NW;870356;3942;20521;17383
2021-08-25;RP;162644;441;2204;3921
2021-08-25;SL;43705;147;705;1031
2021-08-25;SN;288605;230;661;10159
2021-08-25;ST;100415;65;321;3471
2021-08-25;SH;70071;305;1419;1644
2021-08-25;TH;130000;103;314;4394
2021-08-25;DE;3889173;11561;50954;92061
