2021-11-11;BW;681537;8062;35091;11179
2021-11-11;BY;898267;13458;56166;16434
2021-11-11;BE;238005;2874;9653;3753
2021-11-11;BB;135047;1779;7231;3961
2021-11-11;HB;36318;98;628;534
2021-11-11;HH;102820;634;2500;1843
2021-11-11;HE;370878;2228;10341;7945
2021-11-11;MV;57102;592;2619;1271
2021-11-11;NI;334188;1968;8444;6148
2021-11-11;NW;1051982;6073;27657;18424
2021-11-11;RP;202501;1376;6530;4145
2021-11-11;SL;51785;359;1497;1078
2021-11-11;SN;360620;6354;21173;10473
2021-11-11;ST;119943;1503;5069;3624
2021-11-11;SH;85772;588;2601;1747
2021-11-11;TH;167485;2250;9948;4639
2021-11-11;DE;4894250;50196;207148;97198
