2021-08-10;BW;508035;159;1916;10431
2021-08-10;BY;656276;209;2110;15362
2021-08-10;BE;184581;377;1492;3585
2021-08-10;BB;109645;34;328;3818
2021-08-10;HB;28092;9;166;493
2021-08-10;HH;80408;172;1098;1630
2021-08-10;HE;296532;161;1387;7597
2021-08-10;MV;44757;17;287;1184
2021-08-10;NI;266935;146;1466;5819
2021-08-10;NW;835008;773;6262;17308
2021-08-10;RP;158586;126;843;3912
2021-08-10;SL;42474;10;319;1030
2021-08-10;SN;287065;60;316;10140
2021-08-10;ST;99752;33;179;3468
2021-08-10;SH;66876;172;1282;1640
2021-08-10;TH;129407;22;129;4386
2021-08-10;DE;3794429;2480;19580;91803
