2021-08-24;BW;517075;340;5313;10446
2021-08-24;BY;666222;644;5935;15391
2021-08-24;BE;189782;645;2521;3592
2021-08-24;BB;110835;34;611;3821
2021-08-24;HB;28735;24;365;497
2021-08-24;HH;83586;182;1319;1638
2021-08-24;HE;302578;324;3538;7621
2021-08-24;MV;45661;14;470;1187
2021-08-24;NI;272575;343;3328;5840
2021-08-24;NW;866414;2405;19463;17373
2021-08-24;RP;162203;450;2129;3919
2021-08-24;SL;43558;49;653;1030
2021-08-24;SN;288375;42;600;10158
2021-08-24;ST;100350;54;324;3472
2021-08-24;SH;69766;148;1398;1644
2021-08-24;TH;129897;49;299;4393
2021-08-24;DE;3877612;5747;48266;92022
