2021-10-18;BW;597885;604;10896;10827
2021-10-18;BY;763487;1458;14836;15865
2021-10-18;BE;213642;43;3158;3664
2021-10-18;BB;119505;68;1440;3873
2021-10-18;HB;34399;53;515;523
2021-10-18;HH;94527;135;1101;1763
2021-10-18;HE;342583;163;3532;7801
2021-10-18;MV;50954;48;890;1212
2021-10-18;NI;309482;156;3961;6028
2021-10-18;NW;981982;461;8701;18020
2021-10-18;RP;186247;166;2150;4042
2021-10-18;SL;48690;25;616;1060
2021-10-18;SN;307845;473;5003;10251
2021-10-18;ST;107072;23;1336;3560
2021-10-18;SH;78239;47;825;1703
2021-10-18;TH;141306;133;2944;4436
2021-10-18;DE;4377845;4056;61904;94628
