2021-11-24;BW;774735;10169;52186;11538
2021-11-24;BY;1055787;15609;84663;17148
2021-11-24;BE;262313;2867;12773;3788
2021-11-24;BB;161072;3221;15700;4052
2021-11-24;HB;38367;275;1367;545
2021-11-24;HH;109881;458;3462;1876
2021-11-24;HE;398062;3564;15869;8075
2021-11-24;MV;65153;1418;5314;1305
2021-11-24;NI;359785;3071;14725;6278
2021-11-24;NW;1127092;7825;44767;18756
2021-11-24;RP;220628;2177;10577;4233
2021-11-24;SL;57588;972;3922;1099
2021-11-24;SN;439800;8738;37965;10723
2021-11-24;ST;141356;2501;13443;3729
2021-11-24;SH;92757;782;4330;1776
2021-11-24;TH;193419;3237;15300;4847
2021-11-24;DE;5497795;66884;336363;99768
