2021-08-23;BW;516735;328;5347;10443
2021-08-23;BY;665578;639;5728;15389
2021-08-23;BE;189137;42;2463;3588
2021-08-23;BB;110801;29;648;3818
2021-08-23;HB;28711;45;370;496
2021-08-23;HH;83404;357;1323;1638
2021-08-23;HE;302254;146;3576;7615
2021-08-23;MV;45647;42;490;1186
2021-08-23;NI;272232;176;3255;5834
2021-08-23;NW;864009;1525;18544;17359
2021-08-23;RP;161753;162;1913;3919
2021-08-23;SL;43509;34;638;1030
2021-08-23;SN;288333;37;644;10158
2021-08-23;ST;100296;16;297;3472
2021-08-23;SH;69618;84;1410;1643
2021-08-23;TH;129848;6;293;4392
2021-08-23;DE;3871865;3668;46939;91980
