2021-12-03;BW;857957;10910;57468;11883
2021-12-03;BY;1167598;13966;73782;17817
2021-12-03;BE;282068;2538;13218;3849
2021-12-03;BB;186828;4241;16980;4183
2021-12-03;HB;40308;204;1386;554
2021-12-03;HH;116140;890;3764;1898
2021-12-03;HE;422403;2844;17034;8201
2021-12-03;MV;75321;1633;6913;1341
2021-12-03;NI;384998;3283;16478;6412
2021-12-03;NW;1201564;10426;51640;19134
2021-12-03;RP;239998;2716;12827;4302
2021-12-03;SL;63261;719;4020;1124
2021-12-03;SN;524645;11576;49684;11147
2021-12-03;ST;166227;3811;16513;3831
2021-12-03;SH;98841;699;4399;1805
2021-12-03;TH;223403;3896;21491;5087
2021-12-03;DE;6051560;74352;367597;102568
