2020-10-23;BW;65085;1957
2020-10-23;BY;86054;2734
2020-10-23;BE;24481;245
2020-10-23;BB;6020;179
2020-10-23;HB;3876;63
2020-10-23;HH;10683;283
2020-10-23;HE;29398;600
2020-10-23;MV;1936;21
2020-10-23;NI;28078;723
2020-10-23;NW;100247;1994
2020-10-23;RP;15186;267
2020-10-23;SL;4856;178
2020-10-23;SN;12071;272
2020-10-23;ST;3642;73
2020-10-23;SH;6284;164
2020-10-23;TH;5394;201
2020-10-23;DE;403291;9954
