2021-10-05;BW;577269;458;8916;10697
2021-10-05;BY;736138;1077;11831;15698
2021-10-05;BE;207813;659;2807;3631
2021-10-05;BB;116768;123;1021;3854
2021-10-05;HB;33240;37;776;513
2021-10-05;HH;92396;227;1262;1741
2021-10-05;HE;335217;332;3913;7770
2021-10-05;MV;49252;35;802;1203
2021-10-05;NI;302220;341;3652;5975
2021-10-05;NW;963906;740;9240;17867
2021-10-05;RP;181750;214;2166;4003
2021-10-05;SL;47625;24;421;1052
2021-10-05;SN;298924;94;2659;10230
2021-10-05;ST;104616;159;975;3543
2021-10-05;SH;76683;102;841;1690
2021-10-05;TH;136370;177;1615;4416
2021-10-05;DE;4260187;4799;52897;93883
