2021-11-22;BW;759064;4377;50425;11459
2021-11-22;BY;1031554;8426;84091;16967
2021-11-22;BE;256184;104;12385;3779
2021-11-22;BB;155726;954;14435;4033
2021-11-22;HB;38011;205;1218;541
2021-11-22;HH;108909;565;3612;1869
2021-11-22;HE;392720;1189;14855;8044
2021-11-22;MV;63095;333;4273;1295
2021-11-22;NI;354846;1536;13949;6239
2021-11-22;NW;1111953;3657;41072;18672
2021-11-22;RP;216430;857;9381;4215
2021-11-22;SL;56350;175;3456;1095
2021-11-22;SN;425120;5899;38977;10655
2021-11-22;ST;136531;1044;11596;3688
2021-11-22;SH;91296;206;3958;1773
2021-11-22;TH;187796;1116;13741;4800
2021-11-22;DE;5385585;30643;321424;99124
