2021-09-29;BW;569854;2200;8911;10670
2021-09-29;BY;726236;2692;11021;15630
2021-09-29;BE;205244;656;2420;3625
2021-09-29;BB;115913;219;874;3849
2021-09-29;HB;32654;193;788;509
2021-09-29;HH;91195;223;1004;1724
2021-09-29;HE;332014;950;4030;7736
2021-09-29;MV;48636;195;628;1199
2021-09-29;NI;299121;750;3591;5953
2021-09-29;NW;955827;1841;9667;17802
2021-09-29;RP;179953;439;2301;3989
2021-09-29;SL;47307;103;527;1049
2021-09-29;SN;296577;638;1838;10207
2021-09-29;ST;103757;144;723;3533
2021-09-29;SH;76049;221;892;1685
2021-09-29;TH;135014;316;1496;4411
2021-09-29;DE;4215351;11780;50711;93571
