2021-10-14;BW;591532;2019;9514;10796
2021-10-14;BY;754577;3029;12707;15824
2021-10-14;BE;212185;550;2898;3658
2021-10-14;BB;118733;321;1292;3868
2021-10-14;HB;34127;89;582;521
2021-10-14;HH;93838;225;948;1761
2021-10-14;HE;340592;601;3497;7791
2021-10-14;MV;50511;203;911;1211
2021-10-14;NI;307375;875;3513;6016
2021-10-14;NW;977115;1872;8900;17995
2021-10-14;RP;185075;348;2258;4031
2021-10-14;SL;48402;152;602;1059
2021-10-14;SN;304830;1041;3752;10239
2021-10-14;ST;106351;340;1243;3555
2021-10-14;SH;77810;180;788;1701
2021-10-14;TH;139587;537;2325;4435
2021-10-14;DE;4342640;12382;55730;94461
