2021-09-13;BW;547059;1976;10190;10534
2021-09-13;BY;698447;1196;11349;15474
2021-09-13;BE;198499;18;3078;3602
2021-09-13;BB;113583;61;1122;3829
2021-09-13;HB;30885;50;798;502
2021-09-13;HH;88415;133;1397;1662
2021-09-13;HE;321411;219;6539;7662
2021-09-13;MV;47337;38;610;1195
2021-09-13;NI;289509;269;6064;5876
2021-09-13;NW;928551;987;17806;17551
2021-09-13;RP;173416;300;3861;3948
2021-09-13;SL;45990;19;711;1040
2021-09-13;SN;292353;137;1769;10185
2021-09-13;ST;101821;19;596;3494
2021-09-13;SH;73787;55;1255;1666
2021-09-13;TH;132088;34;963;4398
2021-09-13;DE;4083151;5511;68108;92618
