2021-09-27;BW;567108;424;8978;10646
2021-09-27;BY;722685;995;10874;15602
2021-09-27;BE;204256;18;2534;3624
2021-09-27;BB;115615;33;909;3844
2021-09-27;HB;32414;58;744;508
2021-09-27;HH;90860;130;1048;1721
2021-09-27;HE;330831;254;4161;7720
2021-09-27;MV;48411;47;548;1200
2021-09-27;NI;298152;153;3743;5938
2021-09-27;NW;953115;512;10306;17746
2021-09-27;RP;179169;146;2384;3978
2021-09-27;SL;47179;19;569;1048
2021-09-27;SN;295851;136;1724;10205
2021-09-27;ST;103470;18;728;3533
2021-09-27;SH;75742;38;881;1684
2021-09-27;TH;134542;41;1177;4406
2021-09-27;DE;4199400;3022;51308;93403
