2021-11-17;BW;719017;8665;42504;11342
2021-11-17;BY;964305;13603;74695;16725
2021-11-17;BE;248439;2886;12420;3767
2021-11-17;BB;144594;2302;10969;3998
2021-11-17;HB;37000;154;778;537
2021-11-17;HH;105630;349;2806;1854
2021-11-17;HE;381352;2509;12302;7991
2021-11-17;MV;59513;652;2799;1284
2021-11-17;NI;343905;2437;11142;6205
2021-11-17;NW;1080319;7013;32795;18577
2021-11-17;RP;209186;1439;7340;4194
2021-11-17;SL;53671;642;2240;1088
2021-11-17;SN;390183;5835;30112;10578
2021-11-17;ST;126873;1220;7563;3659
2021-11-17;SH;88366;662;3119;1758
2021-11-17;TH;177597;2458;12065;4717
2021-11-17;DE;5129950;52826;265649;98274
