2021-08-18;BW;512537;1047;3716;10435
2021-08-18;BY;661206;1104;4068;15383
2021-08-18;BE;187681;553;2538;3587
2021-08-18;BB;110361;163;579;3819
2021-08-18;HB;28411;41;276;495
2021-08-18;HH;82280;207;1376;1636
2021-08-18;HE;299601;699;2585;7611
2021-08-18;MV;45308;136;470;1184
2021-08-18;NI;269737;645;2321;5831
2021-08-18;NW;848754;2691;11592;17340
2021-08-18;RP;160305;296;1453;3918
2021-08-18;SL;42997;95;430;1030
2021-08-18;SN;287812;205;572;10150
2021-08-18;ST;100066;64;243;3471
2021-08-18;SH;68633;288;1466;1641
2021-08-18;TH;129686;90;236;4390
2021-08-18;DE;3835375;8324;33921;91921
