2021-10-28;BW;623792;4580;17905;10959
2021-10-28;BY;803317;6981;27417;16026
2021-10-28;BE;221347;1148;4743;3691
2021-10-28;BB;123303;620;2636;3908
2021-10-28;HB;35126;114;511;528
2021-10-28;HH;97343;388;1711;1816
2021-10-28;HE;351642;1601;6482;7848
2021-10-28;MV;52640;273;1152;1236
2021-10-28;NI;317816;1483;5654;6076
2021-10-28;NW;1004653;4620;16444;18177
2021-10-28;RP;191400;897;3573;4075
2021-10-28;SL;49526;161;586;1064
2021-10-28;SN;321668;3007;9681;10302
2021-10-28;ST;110742;574;2432;3576
2021-10-28;SH;81007;351;1842;1719
2021-10-28;TH;149130;1239;5508;4484
2021-10-28;DE;4534452;28037;108277;95485
