2021-08-03;BW;505995;93;1605;10401
2021-08-03;BY;654078;133;1843;15340
2021-08-03;BE;183007;263;1014;3583
2021-08-03;BB;109299;22;210;3818
2021-08-03;HB;27932;16;174;493
2021-08-03;HH;79197;37;568;1620
2021-08-03;HE;295099;132;1205;7586
2021-08-03;MV;44467;8;137;1180
2021-08-03;NI;265391;121;1377;5817
2021-08-03;NW;828457;610;4567;17296
2021-08-03;RP;157689;128;737;3906
2021-08-03;SL;42153;20;222;1029
2021-08-03;SN;286694;30;249;10135
2021-08-03;ST;99569;12;133;3454
2021-08-03;SH;65586;116;712;1639
2021-08-03;TH;129262;25;122;4382
2021-08-03;DE;3773875;1766;14875;91679
