2021-09-21;BW;558318;502;9857;10561
2021-09-21;BY;711990;968;11435;15547
2021-09-21;BE;202216;647;2773;3619
2021-09-21;BB;114759;82;1007;3838
2021-09-21;HB;31687;25;736;506
2021-09-21;HH;89802;92;1065;1698
2021-09-21;HE;326810;263;4681;7699
2021-09-21;MV;47876;14;485;1197
2021-09-21;NI;294630;316;4546;5920
2021-09-21;NW;943570;1057;12371;17659
2021-09-21;RP;176953;348;2921;3966
2021-09-21;SL;46636;23;610;1046
2021-09-21;SN;294123;75;1493;10197
2021-09-21;ST;102818;137;859;3518
2021-09-21;SH;74950;94;1001;1681
2021-09-21;TH;133378;21;1082;4400
2021-09-21;DE;4150516;4664;56922;93052
