2021-08-06;BW;507089;356;1729;10424
2021-08-06;BY;655112;336;1817;15357
2021-08-06;BE;183872;289;1285;3585
2021-08-06;BB;109491;59;284;3818
2021-08-06;HB;28025;30;179;493
2021-08-06;HH;79655;184;687;1624
2021-08-06;HE;295887;220;1255;7594
2021-08-06;MV;44638;50;222;1183
2021-08-06;NI;266231;250;1378;5819
2021-08-06;NW;831771;1126;5422;17303
2021-08-06;RP;158188;149;815;3908
2021-08-06;SL;42342;52;278;1030
2021-08-06;SN;286903;75;273;10139
2021-08-06;ST;99653;28;153;3454
2021-08-06;SH;66233;231;1012;1639
2021-08-06;TH;129341;13;139;4384
2021-08-06;DE;3784433;3448;16928;91754
