2021-07-28;BW;504603;326;1392;10385
2021-07-28;BY;652623;358;1754;15324
2021-07-28;BE;182171;198;911;3581
2021-07-28;BB;109125;45;143;3817
2021-07-28;HB;27794;39;136;493
2021-07-28;HH;78629;87;509;1609
2021-07-28;HE;294058;225;1053;7579
2021-07-28;MV;44370;40;115;1177
2021-07-28;NI;264216;276;1260;5813
2021-07-28;NW;824476;751;3328;17283
2021-07-28;RP;157050;145;690;3904
2021-07-28;SL;41987;52;229;1029
2021-07-28;SN;286480;67;222;10130
2021-07-28;ST;99452;17;79;3449
2021-07-28;SH;64976;112;527;1634
2021-07-28;TH;129159;30;114;4379
2021-07-28;DE;3761169;2768;12462;91586
