2021-10-15;BW;593546;2014;9829;10806
2021-10-15;BY;757233;2656;13167;15844
2021-10-15;BE;212894;709;3102;3663
2021-10-15;BB;118983;250;1354;3870
2021-10-15;HB;34202;75;540;521
2021-10-15;HH;94000;162;948;1761
2021-10-15;HE;341238;646;3399;7794
2021-10-15;MV;50669;158;894;1211
2021-10-15;NI;308070;695;3637;6019
2021-10-15;NW;978762;1647;8692;18006
2021-10-15;RP;185521;446;2248;4036
2021-10-15;SL;48491;89;611;1059
2021-10-15;SN;305704;874;4012;10243
2021-10-15;ST;106650;299;1299;3557
2021-10-15;SH;77960;150;809;1701
2021-10-15;TH;140235;648;2545;4435
2021-10-15;DE;4354158;11518;57086;94526
