2021-11-09;BW;666582;3414;28521;11126
2021-11-09;BY;874572;6230;45724;16308
2021-11-09;BE;233474;2210;8089;3740
2021-11-09;BB;131801;643;6200;3955
2021-11-09;HB;36065;26;597;534
2021-11-09;HH;101893;332;2568;1837
2021-11-09;HE;366451;988;9423;7913
2021-11-09;MV;55915;200;2291;1266
2021-11-09;NI;330336;717;8250;6127
2021-11-09;NW;1040402;2227;23308;18376
2021-11-09;RP;199791;873;5760;4130
2021-11-09;SL;51090;61;1098;1074
2021-11-09;SN;350556;1544;19622;10408
2021-11-09;ST;117664;939;4661;3608
2021-11-09;SH;84573;258;2241;1739
2021-11-09;TH;163213;1170;9315;4586
2021-11-09;DE;4804378;21832;177668;96727
