2021-10-13;BW;589513;2501;9417;10788
2021-10-13;BY;751548;2567;12005;15809
2021-10-13;BE;211635;698;2946;3657
2021-10-13;BB;118412;276;1278;3868
2021-10-13;HB;34038;115;653;520
2021-10-13;HH;93613;181;933;1757
2021-10-13;HE;339991;693;3641;7786
2021-10-13;MV;50308;225;820;1209
2021-10-13;NI;306500;710;3372;6009
2021-10-13;NW;975243;1468;8936;17974
2021-10-13;RP;184727;470;2349;4027
2021-10-13;SL;48250;142;535;1057
2021-10-13;SN;303789;992;3484;10239
2021-10-13;ST;106011;224;1106;3554
2021-10-13;SH;77630;119;742;1701
2021-10-13;TH;139050;522;2198;4434
2021-10-13;DE;4330258;11903;54415;94389
