2021-09-20;BW;557816;344;10348;10556
2021-09-20;BY;711022;1094;11442;15528
2021-09-20;BE;201569;6;2859;3616
2021-09-20;BB;114677;45;1040;3834
2021-09-20;HB;31662;90;754;506
2021-09-20;HH;89710;144;1122;1692
2021-09-20;HE;326547;199;4918;7695
2021-09-20;MV;47862;22;512;1196
2021-09-20;NI;294314;210;4688;5911
2021-09-20;NW;942513;739;13080;17638
2021-09-20;RP;176605;297;2995;3962
2021-09-20;SL;46613;11;613;1046
2021-09-20;SN;294048;397;1619;10195
2021-09-20;ST;102681;24;793;3518
2021-09-20;SH;74856;28;1055;1678
2021-09-20;TH;133357;86;1214;4400
2021-09-20;DE;4145852;3736;59052;92971
