2021-11-25;BW;785416;10681;52905;11586
2021-11-25;BY;1073658;17871;84247;17236
2021-11-25;BE;265024;2711;12632;3795
2021-11-25;BB;164885;3813;16596;4058
2021-11-25;HB;38524;157;1295;546
2021-11-25;HH;110521;640;3434;1882
2021-11-25;HE;401216;3154;16238;8088
2021-11-25;MV;66184;1031;5504;1310
2021-11-25;NI;363471;3686;15611;6293
2021-11-25;NW;1136883;9791;47009;18802
2021-11-25;RP;223103;2475;11113;4247
2021-11-25;SL;58476;888;4206;1104
2021-11-25;SN;451381;11581;43597;10765
2021-11-25;ST;144285;2929;13809;3749
2021-11-25;SH;93714;957;4444;1780
2021-11-25;TH;197015;3596;16394;4878
2021-11-25;DE;5573756;75961;349034;100119
