2021-08-26;BW;520682;1977;6838;10458
2021-08-26;BY;669866;1785;7299;15394
2021-08-26;BE;190944;691;2643;3597
2021-08-26;BB;111145;172;625;3822
2021-08-26;HB;28928;108;443;498
2021-08-26;HH;83784;0;972;1640
2021-08-26;HE;304440;834;3991;7625
2021-08-26;MV;45841;78;434;1188
2021-08-26;NI;274318;926;3636;5846
2021-08-26;NW;874967;4611;21949;17390
2021-08-26;RP;163291;647;2425;3922
2021-08-26;SL;43871;166;802;1031
2021-08-26;SN;288796;191;728;10160
2021-08-26;ST;100495;80;338;3472
2021-08-26;SH;70333;262;1373;1645
2021-08-26;TH;130098;98;360;4394
2021-08-26;DE;3901799;12626;54856;92082
