2021-10-29;BW;627721;3929;18992;10975
2021-10-29;BY;809688;6371;29158;16052
2021-10-29;BE;222418;1071;5054;3700
2021-10-29;BB;123928;625;2800;3914
2021-10-29;HB;35228;102;528;530
2021-10-29;HH;97755;412;1792;1818
2021-10-29;HE;353057;1415;7022;7853
2021-10-29;MV;52889;249;1231;1240
2021-10-29;NI;318945;1129;5871;6077
2021-10-29;NW;1008481;3828;17864;18189
2021-10-29;RP;192235;835;3815;4082
2021-10-29;SL;49671;145;643;1065
2021-10-29;SN;323751;2083;10301;10311
2021-10-29;ST;111294;552;2571;3579
2021-10-29;SH;81366;359;1945;1721
2021-10-29;TH;150693;1563;6125;4500
2021-10-29;DE;4559120;24668;115712;95606
