2021-09-22;BW;560216;1898;9307;10576
2021-09-22;BY;714218;2228;11191;15557
2021-09-22;BE;202645;429;2569;3620
2021-09-22;BB;114981;222;996;3840
2021-09-22;HB;31832;145;700;506
2021-09-22;HH;89960;158;974;1702
2021-09-22;HE;327804;994;4555;7705
2021-09-22;MV;47993;117;443;1198
2021-09-22;NI;295363;733;4089;5929
2021-09-22;NW;945665;2095;11688;17677
2021-09-22;RP;177454;501;2754;3969
2021-09-22;SL;46783;147;607;1046
2021-09-22;SN;294477;354;1432;10198
2021-09-22;ST;102945;127;789;3518
2021-09-22;SH;75156;206;1004;1681
2021-09-22;TH;133478;100;926;4401
2021-09-22;DE;4160970;10454;54024;93123
