2021-12-01;BW;835342;10731;56502;11807
2021-12-01;BY;1138713;12409;77435;17652
2021-12-01;BE;276984;2553;13567;3835
2021-12-01;BB;180312;3316;18285;4149
2021-12-01;HB;39824;231;1449;553
2021-12-01;HH;114509;637;3782;1892
2021-12-01;HE;415775;3132;16882;8157
2021-12-01;MV;72151;1570;6332;1335
2021-12-01;NI;378234;3066;16569;6373
2021-12-01;NW;1182054;9481;51824;19020
2021-12-01;RP;234669;2320;12559;4286
2021-12-01;SL;61639;681;4057;1115
2021-12-01;SN;502742;9261;49066;10997
2021-12-01;ST;158709;2975;15100;3806
2021-12-01;SH;97294;919;4457;1800
2021-12-01;TH;215048;3904;20407;5013
2021-12-01;DE;5903999;67186;368273;101790
