2021-12-02;BW;847047;11705;57680;11843
2021-12-02;BY;1153632;14919;75109;17739
2021-12-02;BE;279530;2546;13244;3844
2021-12-02;BB;182587;2275;16579;4162
2021-12-02;HB;40104;280;1551;554
2021-12-02;HH;115250;741;3626;1897
2021-12-02;HE;419559;3784;17569;8173
2021-12-02;MV;73688;1537;6729;1337
2021-12-02;NI;381715;3481;16549;6389
2021-12-02;NW;1191138;9084;50668;19075
2021-12-02;RP;237282;2613;12690;4294
2021-12-02;SL;62542;903;4060;1116
2021-12-02;SN;513069;10327;47877;11079
2021-12-02;ST;162416;3707;15787;3820
2021-12-02;SH;98142;848;4434;1803
2021-12-02;TH;219507;4459;21070;5053
2021-12-02;DE;5977208;73209;365222;102178
