2021-11-12;BW;689512;7975;36895;11203
2021-11-12;BY;911465;13198;59780;16497
2021-11-12;BE;240189;2184;10230;3756
2021-11-12;BB;137171;2124;8196;3968
2021-11-12;HB;36469;151;684;535
2021-11-12;HH;103336;516;2529;1844
2021-11-12;HE;373022;2144;10799;7962
2021-11-12;MV;57564;462;2668;1273
2021-11-12;NI;336331;2143;9096;6153
2021-11-12;NW;1057847;5865;28149;18445
2021-11-12;RP;203954;1453;6624;4158
2021-11-12;SL;52085;300;1514;1081
2021-11-12;SN;366357;5737;23085;10484
2021-11-12;ST;121540;1597;5873;3629
2021-11-12;SH;86264;492;2733;1750
2021-11-12;TH;169784;2299;10417;4651
2021-11-12;DE;4942890;48640;219272;97389
