2021-11-19;BW;738896;9713;45972;11411
2021-11-19;BY;999153;15704;82161;16861
2021-11-19;BE;253555;2321;12678;3777
2021-11-19;BB;150443;3123;12834;4016
2021-11-19;HB;37418;188;955;538
2021-11-19;HH;106945;594;2954;1860
2021-11-19;HE;386956;2548;13505;8018
2021-11-19;MV;61033;702;3315;1289
2021-11-19;NI;349517;2624;12341;6225
2021-11-19;NW;1095261;7308;36016;18630
2021-11-19;RP;212668;1605;8009;4203
2021-11-19;SL;54906;633;2811;1095
2021-11-19;SN;397183;0;24080;10597
2021-11-19;ST;131760;2357;9656;3674
2021-11-19;SH;89892;701;3578;1769
2021-11-19;TH;182705;2849;12412;4776
2021-11-19;DE;5248291;52970;283277;98739
