2021-11-02;BW;637267;1042;21018;11003
2021-11-02;BY;825571;2327;32707;16086
2021-11-02;BE;225044;1498;5719;3709
2021-11-02;BB;125353;273;3197;3926
2021-11-02;HB;35470;33;585;532
2021-11-02;HH;99067;317;2134;1822
2021-11-02;HE;356564;811;7735;7862
2021-11-02;MV;53588;86;1520;1252
2021-11-02;NI;321620;591;6231;6089
2021-11-02;NW;1016517;1006;19169;18222
2021-11-02;RP;193819;280;3906;4094
2021-11-02;SL;49990;51;731;1067
2021-11-02;SN;329369;816;11538;10334
2021-11-02;ST;112902;652;3036;3585
2021-11-02;SH;82287;234;2055;1728
2021-11-02;TH;153593;796;6498;4522
2021-11-02;DE;4618021;10813;127779;95833
