2021-09-24;BW;563943;1738;8981;10639
2021-09-24;BY;718466;2258;10771;15584
2021-09-24;BE;203703;451;2532;3622
2021-09-24;BB;115358;194;964;3843
2021-09-24;HB;32118;131;757;507
2021-09-24;HH;90383;217;971;1715
2021-09-24;HE;329392;792;4169;7716
2021-09-24;MV;48153;75;441;1198
2021-09-24;NI;296892;625;3945;5935
2021-09-24;NW;949592;1749;10972;17716
2021-09-24;RP;178379;412;2524;3972
2021-09-24;SL;47022;122;611;1048
2021-09-24;SN;295155;289;1552;10201
2021-09-24;ST;103274;215;802;3519
2021-09-24;SH;75484;146;912;1682
2021-09-24;TH;134079;313;1098;4406
2021-09-24;DE;4181393;9727;52002;93303
