2021-11-15;BW;707028;3390;42854;11252
2021-11-15;BY;941688;8629;69075;16571
2021-11-15;BE;242960;147;11220;3759
2021-11-15;BB;140905;808;9520;3979
2021-11-15;HB;36803;124;771;536
2021-11-15;HH;104923;362;3094;1848
2021-11-15;HE;377427;722;11633;7977
2021-11-15;MV;58636;262;2842;1277
2021-11-15;NI;340483;476;10625;6171
2021-11-15;NW;1069076;2179;29934;18487
2021-11-15;RP;206414;573;6870;4170
2021-11-15;SL;52903;113;1871;1083
2021-11-15;SN;380893;4502;30600;10539
2021-11-15;ST;123929;369;6648;3641
2021-11-15;SH;87216;142;2865;1751
2021-11-15;TH;173792;809;11517;4674
2021-11-15;DE;5045076;23607;251939;97715
