2021-08-09;BW;507876;95;1911;10430
2021-08-09;BY;656067;185;2081;15359
2021-08-09;BE;184204;21;1396;3585
2021-08-09;BB;109611;16;328;3818
2021-08-09;HB;28083;18;169;493
2021-08-09;HH;80236;153;1013;1626
2021-08-09;HE;296371;53;1384;7593
2021-08-09;MV;44740;16;280;1183
2021-08-09;NI;266789;93;1468;5819
2021-08-09;NW;834235;376;6195;17305
2021-08-09;RP;158460;55;806;3911
2021-08-09;SL;42464;7;329;1030
2021-08-09;SN;287005;0;308;10140
2021-08-09;ST;99719;8;161;3468
2021-08-09;SH;66704;80;1228;1640
2021-08-09;TH;129385;7;138;4384
2021-08-09;DE;3791949;1183;19195;91784
