2021-11-08;BW;663168;2166;26107;11102
2021-11-08;BY;868342;6099;41549;16265
2021-11-08;BE;231264;221;7125;3735
2021-11-08;BB;131158;377;5884;3947
2021-11-08;HB;36039;41;604;534
2021-11-08;HH;101561;335;2472;1837
2021-11-08;HE;365463;583;9374;7903
2021-11-08;MV;55715;213;2190;1263
2021-11-08;NI;329619;452;8383;6118
2021-11-08;NW;1038175;1369;22083;18340
2021-11-08;RP;198918;399;5059;4121
2021-11-08;SL;51029;50;1087;1073
2021-11-08;SN;349012;2423;19933;10404
2021-11-08;ST;116725;209;4102;3608
2021-11-08;SH;84315;121;2197;1738
2021-11-08;TH;162043;455;9064;4570
2021-11-08;DE;4782546;15513;167213;96558
