2021-11-01;BW;636225;1610;21721;11002
2021-11-01;BY;823244;3562;32599;16079
2021-11-01;BE;223546;81;5137;3704
2021-11-01;BB;125080;254;3248;3919
2021-11-01;HB;35437;34;583;531
2021-11-01;HH;98750;323;2004;1822
2021-11-01;HE;355753;560;7816;7858
2021-11-01;MV;53502;129;1500;1243
2021-11-01;NI;321029;265;6339;6082
2021-11-01;NW;1015511;983;19934;18214
2021-11-01;RP;193539;292;4036;4092
2021-11-01;SL;49939;29;713;1066
2021-11-01;SN;328553;1012;11829;10324
2021-11-01;ST;112250;87;2654;3581
2021-11-01;SH;82053;118;2063;1725
2021-11-01;TH;152797;319;6511;4510
2021-11-01;DE;4607208;9658;128687;95752
