2021-10-12;BW;587012;369;8969;10771
2021-10-12;BY;748981;947;12128;15789
2021-10-12;BE;210937;667;2911;3655
2021-10-12;BB;118136;98;1272;3866
2021-10-12;HB;33923;30;686;520
2021-10-12;HH;93432;124;941;1754
2021-10-12;HE;339298;368;3852;7785
2021-10-12;MV;50083;49;821;1207
2021-10-12;NI;305790;350;3413;6004
2021-10-12;NW;973775;918;9321;17953
2021-10-12;RP;184257;311;2426;4020
2021-10-12;SL;48108;48;480;1057
2021-10-12;SN;302797;122;3462;10236
2021-10-12;ST;105787;204;1153;3550
2021-10-12;SH;77511;114;808;1700
2021-10-12;TH;138528;252;2059;4430
2021-10-12;DE;4318355;4971;54702;94297
