2020-09-03,BW,42614,1868
2020-09-03,BY,58077,2641
2020-09-03,BE,11431,226
2020-09-03,BB,3898,169
2020-09-03,HB,2037,58
2020-09-03,HH,6351,267
2020-09-03,HE,15776,534
2020-09-03,MV,1015,20
2020-09-03,NI,16992,665
2020-09-03,NW,59527,1819
2020-09-03,RP,9212,243
2020-09-03,SL,3168,174
2020-09-03,SN,6065,225
2020-09-03,ST,2260,65
2020-09-03,SH,4091,161
2020-09-03,TH,3652,186
2020-09-03,DE,246166,9321
