2020-05-28,BW,34129,1724
2020-05-28,BY,46729,2438
2020-05-28,BE,6703,195
2020-05-28,BB,3261,155
2020-05-28,HB,1348,41
2020-05-28,HH,5076,245
2020-05-28,HE,9915,471
2020-05-28,MV,760,20
2020-05-28,NI,11750,583
2020-05-28,NW,37698,1582
2020-05-28,RP,6652,230
2020-05-28,SL,2731,161
2020-05-28,SN,5260,210
2020-05-28,ST,1701,55
2020-05-28,SH,3072,143
2020-05-28,TH,2932,158
2020-05-28,DE,179717,8411
