2020-10-22;BW;63132;1950
2020-10-22;BY;84090;2729
2020-10-22;BE;23698;243
2020-10-22;BB;5948;177
2020-10-22;HB;3868;63
2020-10-22;HH;10407;282
2020-10-22;HE;28440;593
2020-10-22;MV;1877;21
2020-10-22;NI;27426;720
2020-10-22;NW;97507;1980
2020-10-22;RP;14640;265
2020-10-22;SL;4625;178
2020-10-22;SN;11507;269
2020-10-22;ST;3487;71
2020-10-22;SH;6147;163
2020-10-22;TH;5250;201
2020-10-22;DE;392049;9905
