Datum,BW,BY,BE,BB,HB,HH,HE,MV,NI,NW,RP,SL,SN,ST,SH,TH,Deutschland,Datum
2021-02-24,5054,7243,1973,1592,490,1176,3789,1038,4817,10926,2124,606,2696,1787,1454,2530,49295,RKIcasenumbers/RKI_Corona_2021-02-24T09:25:53.490865ALL
2021-02-25,5288,7663,2013,1580,517,1187,3875,1044,5013,11532,2141,624,2903,1870,1478,2547,51275,RKIcasenumbers/RKI_Corona_2021-02-25T09:18:15.270213ALL
2021-02-26,5420,7810,1926,1621,531,1351,3846,1029,5208,11469,2167,651,3067,1877,1476,2585,52034,RKIcasenumbers/RKI_Corona_2021-02-26T09:54:23.719969ALL
2021-02-27,5472,7921,2267,1591,538,1284,4017,984,5200,11630,2207,677,3177,1947,1459,2677,53048,RKIcasenumbers/RKI_Corona_2021-02-27T09:30:57.315767ALL
2021-02-28,5551,8116,2397,1597,544,1344,3988,1048,5066,11512,1996,718,3167,1879,1470,2699,53092,RKIcasenumbers/RKI_Corona_2021-02-28T10:16:36.694640ALL
2021-03-01,5767,8649,2481,1625,565,1320,4116,1058,5206,11565,2036,723,3433,2020,1454,2698,54716,RKIcasenumbers/RKI_Corona_2021-03-01T09:12:48.066293ALL
2021-03-02,5764,8605,2301,1647,554,1371,4070,1064,5294,11536,2032,682,3307,2032,1444,2670,54373,RKIcasenumbers/RKI_Corona_2021-03-02T09:08:19.141964ALL
2021-03-03,5773,8746,2303,1645,513,1286,4120,1056,4756,11449,1964,680,3027,1889,1348,2656,53211,RKIcasenumbers/RKI_Corona_2021-03-03T08:43:35.630834ALL
2021-03-04,6044,8928,2267,1621,516,1253,4279,1130,4711,11268,1989,652,3142,1863,1386,2721,53770,RKIcasenumbers/RKI_Corona_2021-03-04T08:31:53.702807ALL
2021-03-05,6244,9065,2418,1585,510,1273,4333,1094,4680,11462,1944,603,3200,1900,1366,2749,54426,RKIcasenumbers/RKI_Corona_2021-03-05T08:32:47.531453ALL
2021-03-06,6363,9397,2352,1592,479,1295,4246,1081,4592,11591,1948,550,3171,1883,1291,2737,54568,RKIcasenumbers/RKI_Corona_2021-03-06T09:31:12.457074ALL
2021-03-07,6629,9158,2516,1596,449,1410,4159,1077,4700,11687,1791,552,3321,1792,1331,2814,54982,RKIcasenumbers/RKI_Corona_2021-03-07T10:58:19.770370ALL
2021-03-08,6713,9461,2600,1600,428,1354,4279,1095,5025,11803,1901,578,3532,1945,1324,2880,56518,RKIcasenumbers/RKI_Corona_2021-03-08T09:26:06.148678ALL
2021-03-09,6698,9744,2176,1552,439,1334,4322,1061,4974,11836,1894,566,3437,1945,1317,2875,56170,RKIcasenumbers/RKI_Corona_2021-03-09T08:42:51.099977ALL
2021-03-10,6736,9251,1958,1529,394,1095,4352,1007,4806,11724,1893,555,3078,1812,1342,2863,54395,RKIcasenumbers/RKI_Corona_2021-03-10T08:49:12.415844ALL
2021-03-11,6997,10098,1921,1688,411,1225,4579,942,4979,12543,1986,510,3470,1850,1350,2950,57499,RKIcasenumbers/RKI_Corona_2021-03-11T12:08:34.412838ALL
2021-03-12,7386,10467,2034,1774,420,1299,4765,1008,5207,13128,2075,475,3703,1944,1395,3116,60196,RKIcasenumbers/RKI_Corona_2021-03-12T09:08:49.386977ALL
2021-03-13,7714,10762,2257,1849,435,1412,5114,934,5547,13627,2202,557,4093,2107,1411,3244,63265,RKIcasenumbers/RKI_Corona_2021-03-13T11:21:45.091401ALL
2021-03-14,8176,11293,2598,1964,463,1468,5283,1011,5201,14158,2135,550,4278,2259,1461,3448,65746,RKIcasenumbers/RKI_Corona_2021-03-14T09:52:39.932888ALL
2021-03-15,8474,11598,2719,2041,508,1495,5531,1048,6095,14565,2312,558,4597,2366,1478,3587,68972,RKIcasenumbers/RKI_Corona_2021-03-15T10:03:39.373485ALL
2021-03-16,8337,11675,3014,2016,542,1532,5602,1028,6085,14876,2506,544,4479,2347,1484,3554,69621,RKIcasenumbers/RKI_Corona_2021-03-16T09:15:28.823018ALL
2021-03-17,8866,12037,3222,2244,537,1515,5871,1032,6027,15271,2517,523,4441,2312,1562,3692,71669,RKIcasenumbers/RKI_Corona_2021-03-17T11:58:28.536590ALL
2021-03-18,9409,12552,3240,2285,577,1223,6305,1029,6462,16525,2705,567,4466,2343,1632,3845,75165,RKIcasenumbers/RKI_Corona_2021-03-18T10:43:48.454722ALL
2021-03-19,9884,13227,3207,2538,642,1677,6668,1025,6675,17306,2831,554,5174,2428,1653,3987,79476,RKIcasenumbers/RKI_Corona_2021-03-19T08:43:01.886382ALL
2021-03-20,10232,13594,3417,2714,658,1841,7095,1050,6995,17875,3028,582,5450,2601,1696,4293,83121,RKIcasenumbers/RKI_Corona_2021-03-20T13:29:40.969083ALL
2021-03-21,11078,14140,3453,2811,684,1989,7189,1117,7065,18580,3025,642,5913,2527,1729,4430,86372,RKIcasenumbers/RKI_Corona_2021-03-21T09:26:23.213212ALL
2021-03-22,11440,14535,3606,2824,700,1908,7304,1176,7385,19129,3180,639,6466,2702,1740,4473,89207,RKIcasenumbers/RKI_Corona_2021-03-22T08:21:25.184835ALL
2021-03-23,11433,14534,3464,2869,701,1963,7368,1192,7559,19605,3365,608,6355,2773,1750,4368,89907,RKIcasenumbers/RKI_Corona_2021-03-23T08:48:50.374540ALL
2021-03-24,11312,14541,3567,2995,720,1830,7445,1279,7247,19953,3269,548,6309,2738,1696,4491,89940,RKIcasenumbers/RKI_Corona_2021-03-24T09:37:04.056542ALL
2021-03-25,12050,15027,4085,3239,762,1818,7770,1358,7499,20345,3447,652,6813,2955,1736,4696,94252,RKIcasenumbers/RKI_Corona_2021-03-25T08:56:27.624406ALL
2021-03-26,12793,16021,4323,3273,794,2002,8155,1533,7840,21515,3836,603,6887,2959,1813,4725,99072,RKIcasenumbers/RKI_Corona_2021-03-26T08:57:26.945850ALL
2021-03-27,13453,17102,4680,3412,853,2231,8432,1621,8268,22210,3985,688,7182,3212,1903,4647,103879,RKIcasenumbers/RKI_Corona_2021-03-27T10:45:39.630903ALL
2021-03-28,13485,17819,5146,3457,892,2531,8379,1667,8916,23109,4067,773,7451,3310,1935,4953,107890,RKIcasenumbers/RKI_Corona_2021-03-28T11:07:42.021080ALL
2021-03-29,14145,18157,5362,3566,927,2533,8723,1716,9417,23265,4341,779,8161,3670,1991,5016,111769,RKIcasenumbers/RKI_Corona_2021-03-29T16:28:26.248871ALL
2021-03-30,14104,18438,5013,3667,943,2599,8861,1711,9329,23747,4666,747,7877,3689,2023,5068,112482,RKIcasenumbers/RKI_Corona_2021-03-30T09:30:57.185299ALL
2021-03-31,13955,17925,4564,3596,902,2474,8822,1661,9054,23459,4670,803,7425,3474,2084,5171,110039,RKIcasenumbers/RKI_Corona_2021-03-31T10:11:55.046789ALL
2021-04-01,14413,18638,4565,3692,870,2568,8683,1557,9038,23174,4651,850,7747,3550,2165,5419,111580,RKIcasenumbers/RKI_Corona_2021-04-01T09:55:06.420343ALL
2021-04-02,14538,18421,4799,3803,855,2507,8978,1490,8627,23107,4609,834,7723,3597,2147,5433,111468,RKIcasenumbers/RKI_Corona_2021-04-02T10:33:56.140574ALL
2021-04-03,14556,18005,4288,3655,819,2555,9057,1445,8156,22968,4395,885,7568,3590,2106,5229,109277,RKIcasenumbers/RKI_Corona_2021-04-03T10:24:58.226101ALL
2021-04-04,13507,17301,4592,3443,809,2721,8760,1338,7826,22435,4222,791,7529,3411,1961,5005,105651,RKIcasenumbers/RKI_Corona_2021-04-04T10:52:49.765352ALL
2021-04-05,13434,17423,4796,3401,816,2634,8827,1480,8094,22240,4376,862,7723,3500,1965,4847,106418,RKIcasenumbers/RKI_Corona_2021-04-05T13:11:46.379181ALL
2021-04-06,12957,16920,4204,3207,794,2527,8361,1516,7649,21711,4258,846,7359,3421,1933,4620,102283,RKIcasenumbers/RKI_Corona_2021-04-06T09:18:34.048836ALL
2021-04-07,11170,15831,3857,2753,695,2213,7526,1222,6800,19837,3930,734,6090,3054,1813,4014,91539,RKIcasenumbers/RKI_Corona_2021-04-07T09:29:46.835968ALL
2021-04-08,11226,15622,3283,2440,677,1987,7077,1415,6131,19177,3678,776,5822,2914,1841,3862,87928,RKIcasenumbers/RKI_Corona_2021-04-08T08:37:13.878704ALL
2021-04-09,12134,16926,3273,2616,833,2020,7033,1521,6536,19483,3722,898,6143,2841,1873,3985,91837,RKIcasenumbers/RKI_Corona_2021-04-09T09:01:40.710696ALL
2021-04-10,13344,18190,3934,2796,841,2051,7775,1765,6911,20648,4153,975,7411,3205,1912,4399,100310,RKIcasenumbers/RKI_Corona_2021-04-10T09:32:42.964158ALL
2021-04-11,14879,18198,3886,3011,902,2268,8724,2002,7753,22442,4085,1159,7874,3493,2086,4662,107424,RKIcasenumbers/RKI_Corona_2021-04-11T10:00:54.502830ALL
2021-04-12,15491,20117,4195,3150,917,2367,8895,1984,8217,23462,4463,1161,8289,3809,2064,4874,113455,RKIcasenumbers/RKI_Corona_2021-04-12T13:51:31.829514ALL
2021-04-13,15948,20960,4399,3227,956,2389,8932,2052,8534,24311,4822,1165,8637,3816,2055,5003,117206,RKIcasenumbers/RKI_Corona_2021-04-13T11:05:10.791205ALL
2021-04-14,17854,22656,4450,3621,1084,2338,10184,2441,8877,26636,5096,1230,9275,4009,2255,5418,127424,RKIcasenumbers/RKI_Corona_2021-04-14T08:45:02.170887ALL
2021-04-15,18347,23410,5038,3916,1160,2337,10436,2540,9436,28461,5385,1162,9580,4176,2249,5529,133162,RKIcasenumbers/RKI_Corona_2021-04-15T13:37:32.825789ALL
2021-04-16,18316,23675,5076,3667,1118,2344,10350,2387,9295,29205,5391,1198,9346,4133,2218,5461,133180,RKIcasenumbers/RKI_Corona_2021-04-16T10:22:47.532073ALL
2021-04-17,18687,23933,5292,3564,1115,2300,9959,2347,9267,29518,5702,1129,9427,3925,2135,5328,133628,RKIcasenumbers/RKI_Corona_2021-04-17T10:45:37.717314ALL
2021-04-18,18922,24333,5407,3583,1164,2325,10008,2361,9370,29989,5584,1277,9514,3750,2125,5272,134984,RKIcasenumbers/RKI_Corona_2021-04-18T10:36:29.167677ALL
2021-04-19,19248,24580,5638,3564,1160,2322,10184,2408,9866,30712,5663,1241,9631,3914,2092,5243,137466,RKIcasenumbers/RKI_Corona_2021-04-19T09:14:43.398593ALL
2021-04-20,18930,24316,5346,3556,1118,2302,9817,2281,9714,30235,5803,1192,8993,4075,2101,5254,135033,RKIcasenumbers/RKI_Corona_2021-04-20T08:55:23.038845ALL
2021-04-21,19157,24253,4980,3493,1157,2084,9862,2214,9236,30604,5703,1272,8178,3760,2087,5125,133165,RKIcasenumbers/RKI_Corona_2021-04-21T09:40:45.375440ALL
2021-04-22,20312,23661,4911,3456,1100,2005,10153,2222,9003,31129,5748,1505,8216,3573,2059,4954,134007,RKIcasenumbers/RKI_Corona_2021-04-22T09:39:32.938113ALL
2021-04-23,20476,23691,4952,3375,1126,2005,10411,2274,9131,32491,5822,1550,8521,3710,2134,4762,136431,RKIcasenumbers/RKI_Corona_2021-04-23T08:48:19.144846ALL
2021-04-24,20866,23120,4867,3261,1118,1940,11083,2242,9068,32876,5724,1372,8654,3653,2202,4679,136725,RKIcasenumbers/RKI_Corona_2021-04-24T18:44:02.367802ALL
2021-04-25,21145,23098,4969,3176,1117,1899,11139,2243,8917,33369,5604,1446,8909,3723,2206,4802,137762,RKIcasenumbers/RKI_Corona_2021-04-25T09:36:51.762893ALL
2021-04-26,21789,23496,5059,3219,1077,1945,11289,2241,9475,33528,5859,1410,9445,3947,2151,4853,140783,RKIcasenumbers/RKI_Corona_2021-04-26T08:07:47.114162ALL
2021-04-27,21906,22795,5009,3065,1082,1934,11123,2179,9590,33496,5726,1425,9224,3963,2098,4739,139354,RKIcasenumbers/RKI_Corona_2021-04-27T08:57:38.421222ALL
2021-04-28,21307,21376,4917,2974,1036,1761,11037,2234,8839,31989,5488,1376,8565,3930,2040,4714,133583,RKIcasenumbers/RKI_Corona_2021-04-28T09:31:57.621560ALL
2021-04-29,19534,21127,4776,2861,1008,1634,10684,2124,8378,30727,5523,1417,8727,3733,1951,4595,128799,RKIcasenumbers/RKI_Corona_2021-04-29T10:57:07.373263ALL
2021-04-30,20682,20277,4626,2872,945,1723,10469,1990,8527,29931,5422,1428,8580,3798,1855,4479,127604,RKIcasenumbers/RKI_Corona_2021-04-30T16:47:18.426015ALL
2021-05-01,20430,19741,4440,2767,886,1661,9904,1942,8139,28652,5103,1395,8310,3707,1785,4713,123575,RKIcasenumbers/RKI_Corona_2021-05-01T09:28:33.014389ALL
2021-05-02,20363,19281,4508,2716,734,1692,9648,1929,8130,28265,4785,1428,8500,3525,1703,4646,121853,RKIcasenumbers/RKI_Corona_2021-05-02T10:55:57.392638ALL
2021-05-03,20488,19084,4466,2652,881,1697,9585,1934,7956,28453,4964,1425,8774,3446,1684,4716,122205,RKIcasenumbers/RKI_Corona_2021-05-03T09:55:27.411867ALL
2021-05-04,19217,18370,4080,2635,844,1663,9199,1926,7879,27582,4916,1349,8315,3352,1653,4634,117614,RKIcasenumbers/RKI_Corona_2021-05-04T13:08:08.386464ALL
2021-05-05,17918,17210,3845,2559,841,1588,8745,1700,7383,26606,4657,1247,7220,2895,1584,4473,110471,RKIcasenumbers/RKI_Corona_2021-05-05T08:48:52.770436ALL
2021-05-06,17686,16243,3805,2479,821,1442,8385,1640,7184,25904,4404,1212,7326,2871,1588,4410,107400,RKIcasenumbers/RKI_Corona_2021-05-06T14:13:59.224560ALL
2021-05-07,17237,16010,3617,2369,767,1443,8089,1563,7139,24820,4212,1118,7504,2828,1563,4224,104503,RKIcasenumbers/RKI_Corona_2021-05-07T08:58:34.467715ALL
2021-05-08,16524,15871,3561,2314,754,1437,7742,1469,6854,23867,4256,1049,7230,2707,1514,3918,101067,RKIcasenumbers/RKI_Corona_2021-05-08T10:37:51.753563ALL
2021-05-09,16141,15584,3654,2248,676,1405,7621,1418,6670,23196,3960,1078,7037,2679,1452,3841,98660,RKIcasenumbers/RKI_Corona_2021-05-09T09:26:39.860679ALL
2021-05-10,16117,15684,3698,2222,676,1381,7602,1402,6760,23117,4084,1083,7181,2763,1476,3781,99027,RKIcasenumbers/RKI_Corona_2021-05-10T09:30:39.613549ALL
2021-05-11,15602,15260,3440,2098,661,1346,7520,1362,6736,22111,4012,1045,6826,2757,1459,3736,95971,RKIcasenumbers/RKI_Corona_2021-05-11T08:37:27.522296ALL
2021-05-12,14634,13991,3157,2060,613,1237,7365,1253,6254,20847,3823,1035,5879,2520,1422,3590,89680,RKIcasenumbers/RKI_Corona_2021-05-12T09:56:10.588715ALL
2021-05-13,14183,13254,3060,1924,563,1149,7184,1211,5940,19991,3770,1001,5706,2428,1333,3467,86164,RKIcasenumbers/RKI_Corona_2021-05-13T09:48:30.138133ALL
2021-05-14,13219,12510,2625,1823,509,1036,6853,1157,5461,18564,3398,1005,5453,2269,1243,3168,80293,RKIcasenumbers/RKI_Corona_2021-05-14T08:35:57.770238ALL
2021-05-15,11888,11259,2470,1623,457,994,6272,961,4940,16592,3301,893,4993,2021,1134,2818,72616,RKIcasenumbers/RKI_Corona_2021-05-15T11:19:55.456708ALL
2021-05-16,11356,10823,2456,1557,426,909,5847,933,4725,15879,3120,881,4540,1838,1061,2721,69072,RKIcasenumbers/RKI_Corona_2021-05-16T09:16:25.654397ALL
2021-05-17,11206,10845,2518,1507,433,836,5820,936,4727,16127,3200,870,4574,1914,1018,2613,69144,RKIcasenumbers/RKI_Corona_2021-05-17T09:25:58.675942ALL
2021-05-18,10549,10612,2322,1523,428,785,5491,915,4497,15499,3022,852,4268,1843,968,2527,66101,RKIcasenumbers/RKI_Corona_2021-05-18T09:08:19.264356ALL
2021-05-19,9738,9722,2258,1408,406,653,5131,852,3989,14343,2717,825,3579,1527,941,2460,60549,RKIcasenumbers/RKI_Corona_2021-05-19T08:48:09.258618ALL
