Datum;BW;BY;BE;BB;HB;HH;HE;MV;NI;NW;RP;SL;SN;ST;SH;TH; Deutschland;Datum
2020-05-06;8;10;7;5;17;5;7;1;5;8;5;9;4;2;5;9;7;2020-05-06
2020-05-07;7;10;7;5;18;5;7;1;4;8;4;9;4;2;5;8;7;2020-05-07
2020-05-08;6;9;7;5;20;5;7;1;4;8;4;6;4;2;5;8;6;2020-05-08
2020-05-09;6;9;7;5;23;5;7;1;5;8;4;6;4;3;6;9;7;2020-05-09
2020-05-10;7;9;7;5;25;4;7;1;5;8;4;5;4;3;7;9;7;2020-05-10
2020-05-11;7;9;7;5;24;5;7;2;5;8;4;5;4;3;6;10;7;2020-05-11
2020-05-12;7;9;5;4;22;5;7;1;5;9;5;4;5;3;5;9;7;2020-05-12
2020-05-13;7;9;5;3;23;4;6;1;4;8;4;4;4;2;4;9;6;2020-05-13
2020-05-14;7;9;4;2;20;3;6;1;4;8;4;3;4;2;4;8;6;2020-05-14
2020-05-15;7;8;4;2;19;3;6;1;4;7;4;3;4;2;3;7;6;2020-05-15
2020-05-16;6;8;5;2;18;2;5;1;3;7;4;3;4;2;3;7;5;2020-05-16
2020-05-17;5;8;5;2;18;2;5;1;3;7;3;3;4;1;2;6;5;2020-05-17
2020-05-18;5;8;5;2;17;3;5;1;3;7;4;3;4;1;2;7;5;2020-05-18
2020-05-19;4;7;5;2;19;2;5;1;3;6;4;3;3;1;1;6;5;2020-05-19
2020-05-20;4;6;5;2;19;2;6;1;3;7;4;3;3;1;1;5;5;2020-05-20
2020-05-21;4;6;5;2;18;2;6;1;3;6;4;3;3;1;1;6;5;2020-05-21
2020-05-22;3;5;4;1;17;2;7;1;3;6;3;2;3;1;2;6;4;2020-05-22
2020-05-23;3;5;5;1;14;1;6;1;4;5;3;2;3;1;2;5;4;2020-05-23
2020-05-24;3;5;5;1;12;1;7;1;5;5;3;2;2;1;2;6;4;2020-05-24
2020-05-25;3;5;5;1;12;1;6;1;5;5;2;2;2;1;2;6;4;2020-05-25
2020-05-26;3;6;4;1;11;1;5;1;5;4;2;2;2;1;2;6;4;2020-05-26
2020-05-27;3;5;3;1;10;1;5;1;4;4;2;2;2;1;2;5;3;2020-05-27
2020-05-28;2;5;3;1;11;1;4;0;4;4;2;2;1;0;2;6;3;2020-05-28
2020-05-29;3;5;4;1;12;1;5;0;4;4;2;2;2;0;1;6;4;2020-05-29
2020-05-30;3;5;3;1;15;0;5;0;5;4;3;2;2;0;1;6;4;2020-05-30
2020-05-31;2;5;4;1;15;0;4;0;5;4;2;2;2;0;1;6;3;2020-05-31
2020-06-01;3;5;4;1;13;0;4;0;5;4;3;2;2;1;1;7;4;2020-06-01
2020-06-02;2;4;5;1;18;1;4;0;5;4;2;2;1;0;1;6;3;2020-06-02
2020-06-03;2;3;5;1;18;1;3;0;5;3;2;2;1;0;1;4;3;2020-06-03
2020-06-04;1;3;4;1;17;1;3;0;4;3;1;2;1;0;1;4;3;2020-06-04
2020-06-05;1;3;5;1;18;1;3;0;4;3;1;2;1;0;1;3;3;2020-06-05
2020-06-06;1;3;5;1;16;1;2;0;5;3;2;2;1;1;1;3;3;2020-06-06
2020-06-07;1;2;5;1;13;1;2;1;5;3;2;2;0;1;0;3;3;2020-06-07
2020-06-08;1;2;5;1;14;1;2;1;5;3;2;2;1;1;0;3;3;2020-06-08
2020-06-09;1;2;5;1;14;1;3;1;6;4;2;2;1;1;0;3;3;2020-06-09
2020-06-10;1;2;5;1;15;1;2;1;6;4;2;3;1;0;0;4;3;2020-06-10
2020-06-11;2;3;5;2;15;1;3;1;5;4;2;3;1;1;0;4;3;2020-06-11
2020-06-12;1;2;5;1;11;1;2;1;5;4;2;3;1;1;1;4;3;2020-06-12
2020-06-13;1;2;7;1;10;1;2;1;4;3;1;3;1;1;0;3;3;2020-06-13
2020-06-14;1;2;7;1;10;1;2;0;4;3;1;2;0;2;0;4;2;2020-06-14
2020-06-15;1;2;8;1;9;1;2;0;4;4;1;2;0;2;0;3;3;2020-06-15
2020-06-16;1;2;8;1;9;1;2;1;4;4;1;2;0;2;0;3;3;2020-06-16
2020-06-17;1;2;8;2;9;1;2;1;3;4;1;1;0;2;0;3;2;2020-06-17
2020-06-18;1;2;8;2;8;1;2;1;4;4;1;1;0;3;0;3;3;2020-06-18
2020-06-19;1;2;10;2;8;1;3;1;3;6;1;1;1;4;0;2;3;2020-06-19
2020-06-20;1;2;12;2;8;1;3;1;3;7;1;1;1;4;0;2;3;2020-06-20
2020-06-21;1;2;12;2;8;1;3;1;3;9;2;1;1;4;1;2;4;2020-06-21
2020-06-22;1;2;13;2;8;1;3;1;4;10;2;1;1;3;1;2;4;2020-06-22
2020-06-23;2;2;14;2;9;1;4;0;4;11;2;1;1;3;1;2;5;2020-06-23
2020-06-24;2;2;14;2;7;2;4;0;4;11;1;1;2;3;1;1;5;2020-06-24
2020-06-25;2;2;12;2;5;1;3;0;4;10;1;1;1;2;1;1;4;2020-06-25
2020-06-26;2;2;11;2;5;1;3;0;3;9;1;1;1;2;0;1;4;2020-06-26
2020-06-27;2;2;9;2;3;2;3;0;3;9;2;0;1;1;0;1;4;2020-06-27
2020-06-28;2;2;8;1;2;1;3;0;2;9;1;1;1;1;0;1;3;2020-06-28
2020-06-29;2;2;8;1;2;2;3;0;3;8;2;1;0;1;0;1;3;2020-06-29
2020-06-30;2;3;8;1;1;2;3;1;3;8;2;1;0;1;1;1;3;2020-06-30
2020-07-01;2;3;6;1;2;2;2;1;2;7;2;1;0;1;1;1;3;2020-07-01
2020-07-02;2;3;6;1;2;2;3;0;2;7;2;1;0;1;1;1;3;2020-07-02
2020-07-03;2;3;6;1;2;1;3;0;2;7;3;1;0;1;1;1;3;2020-07-03
2020-07-04;2;3;6;1;2;1;3;0;2;6;3;0;0;1;1;1;3;2020-07-04
2020-07-05;1;3;7;1;2;1;3;0;2;6;2;0;0;0;1;1;3;2020-07-05
2020-07-06;1;3;7;1;3;1;3;0;2;6;2;0;0;1;1;1;3;2020-07-06
2020-07-07;2;3;6;1;2;1;3;0;2;5;2;0;0;1;1;1;3;2020-07-07
2020-07-08;2;3;6;1;2;1;3;0;2;5;2;1;0;1;1;1;3;2020-07-08
2020-07-09;2;4;6;1;2;1;3;0;2;5;1;1;0;1;1;1;3;2020-07-09
2020-07-10;2;3;5;1;2;1;3;0;2;5;1;1;0;1;1;1;3;2020-07-10
2020-07-11;2;4;5;1;2;1;3;0;1;5;1;1;0;1;1;1;3;2020-07-11
2020-07-12;2;3;5;1;2;1;3;0;1;5;2;1;0;1;1;1;3;2020-07-12
2020-07-13;2;4;5;1;2;1;3;0;1;5;2;1;0;1;1;1;3;2020-07-13
2020-07-14;2;3;4;1;2;1;3;0;1;5;2;1;0;1;1;1;3;2020-07-14
2020-07-15;2;3;4;1;1;0;3;0;1;5;3;2;0;1;1;1;3;2020-07-15
2020-07-16;2;4;3;1;2;0;3;0;1;5;3;2;0;1;1;1;3;2020-07-16
2020-07-17;2;4;3;1;2;0;3;0;1;6;3;2;0;1;1;1;3;2020-07-17
2020-07-18;2;4;3;1;3;1;4;0;2;6;4;1;0;1;2;1;3;2020-07-18
2020-07-19;2;3;3;1;4;1;3;0;2;6;3;1;0;1;2;1;3;2020-07-19
2020-07-20;2;3;3;1;4;1;4;0;3;6;3;1;0;1;2;1;3;2020-07-20
2020-07-21;3;4;3;1;4;1;4;0;3;6;3;1;1;2;2;1;3;2020-07-21
2020-07-22;3;4;4;1;5;1;3;0;3;6;3;1;1;1;2;1;3;2020-07-22
2020-07-23;3;4;3;2;4;1;4;1;3;6;3;2;0;2;2;1;3;2020-07-23
2020-07-24;4;3;4;2;5;2;4;1;3;7;3;1;1;2;2;1;4;2020-07-24
2020-07-25;4;4;5;2;5;3;4;2;3;7;3;2;1;1;2;1;4;2020-07-25
2020-07-26;3;4;5;2;4;3;4;2;2;7;3;2;1;1;2;1;4;2020-07-26
2020-07-27;3;5;6;2;4;4;4;2;2;7;3;2;1;1;2;1;4;2020-07-27
2020-07-28;3;5;5;1;5;4;5;2;3;8;2;2;0;1;2;1;4;2020-07-28
2020-07-29;4;5;6;1;5;4;5;2;2;8;2;2;1;1;3;1;5;2020-07-29
2020-07-30;4;5;7;1;5;4;6;3;2;9;2;2;1;2;4;1;5;2020-07-30
2020-07-31;4;5;7;1;6;5;6;2;3;9;2;2;1;2;4;1;5;2020-07-31
2020-08-01;3;6;8;1;6;5;6;1;3;9;3;2;1;2;5;1;5;2020-08-01
2020-08-02;3;5;8;1;5;4;7;2;3;10;2;3;1;2;5;1;5;2020-08-02
2020-08-03;3;4;9;1;5;6;7;2;3;10;3;3;1;2;5;1;5;2020-08-03
2020-08-04;4;5;9;1;5;6;7;2;4;11;3;3;1;2;5;2;6;2020-08-04
2020-08-05;4;5;8;1;5;6;7;2;4;11;3;3;1;1;5;1;6;2020-08-05
2020-08-06;3;6;8;1;4;5;6;3;4;11;4;3;1;1;4;2;6;2020-08-06
2020-08-07;3;6;8;1;4;7;8;3;4;12;5;2;1;1;5;2;6;2020-08-07
2020-08-08;3;5;9;2;3;10;8;4;5;12;5;3;2;1;4;2;6;2020-08-08
2020-08-09;3;5;9;2;3;12;9;3;4;12;5;4;2;1;4;2;6;2020-08-09
2020-08-10;3;5;10;2;3;12;9;3;4;12;7;4;2;1;4;2;7;2020-08-10
2020-08-11;3;4;9;2;3;11;9;3;5;13;7;5;2;2;4;2;7;2020-08-11
2020-08-12;4;5;11;2;4;12;9;3;5;13;7;6;2;2;5;3;7;2020-08-12
2020-08-13;4;6;12;2;4;10;10;3;5;14;7;5;2;2;6;3;7;2020-08-13
2020-08-14;5;7;10;2;4;10;10;2;5;14;8;6;2;2;6;3;8;2020-08-14
2020-08-15;5;8;13;2;5;9;12;2;5;15;8;6;2;2;6;3;8;2020-08-15
2020-08-16;5;7;14;2;6;9;11;2;5;15;7;7;2;3;7;3;8;2020-08-16
2020-08-17;5;8;14;2;6;9;12;2;5;15;7;7;2;3;7;3;9;2020-08-17
2020-08-18;7;9;13;2;6;8;13;2;5;15;8;6;2;2;6;3;9;2020-08-18
2020-08-19;8;11;13;3;7;7;14;2;5;15;10;6;2;2;5;2;9;2020-08-19
2020-08-20;9;12;11;2;8;6;15;2;6;14;11;8;2;2;4;2;10;2020-08-20
2020-08-21;10;13;10;3;8;7;16;2;7;12;11;6;2;2;4;2;9;2020-08-21
2020-08-22;11;14;11;3;8;7;16;1;7;13;11;6;2;2;4;2;10;2020-08-22
2020-08-23;12;14;12;3;9;6;17;1;7;12;11;7;2;2;4;2;10;2020-08-23
2020-08-24;13;14;12;3;9;8;18;1;7;12;11;7;2;2;4;2;11;2020-08-24
2020-08-25;13;14;11;3;9;8;17;1;7;11;10;7;2;2;4;3;10;2020-08-25
2020-08-26;14;14;11;3;9;8;18;1;6;11;9;7;2;3;4;2;10;2020-08-26
2020-08-27;13;15;11;3;10;7;16;1;6;11;9;6;2;2;4;3;10;2020-08-27
2020-08-28;14;15;10;3;11;8;15;1;6;11;8;6;2;2;4;2;10;2020-08-28
2020-08-29;14;15;11;3;13;7;13;1;6;10;8;5;3;2;4;3;10;2020-08-29
2020-08-30;14;14;12;2;14;8;12;1;6;9;8;7;3;2;4;3;10;2020-08-30
2020-08-31;14;15;12;2;13;8;12;1;7;9;9;7;3;2;4;3;10;2020-08-31
2020-09-01;14;14;12;2;13;8;12;1;6;9;9;7;3;2;4;3;9;2020-09-01
2020-09-02;13;14;12;1;13;9;10;1;6;9;9;6;4;2;4;3;9;2020-09-02
2020-09-03;13;12;12;2;14;9;10;1;6;9;9;7;4;2;4;3;9;2020-09-03
2020-09-04;13;12;12;1;13;10;10;1;6;9;9;6;4;2;4;3;9;2020-09-04
2020-09-05;13;12;12;2;12;11;9;1;6;9;7;5;4;2;3;3;9;2020-09-05
2020-09-06;13;13;13;2;11;11;11;1;6;9;6;5;4;2;3;2;9;2020-09-06
2020-09-07;13;14;14;2;12;10;11;1;6;9;7;5;4;2;3;3;9;2020-09-07
2020-09-08;14;16;12;2;11;11;11;2;6;9;7;4;3;2;4;3;10;2020-09-08
2020-09-09;14;16;13;3;11;9;11;2;6;9;7;5;3;1;4;3;9;2020-09-09
2020-09-10;14;18;12;3;8;12;11;2;6;9;8;5;4;2;4;3;10;2020-09-10
2020-09-11;13;18;14;3;9;13;11;2;6;9;9;5;4;2;3;4;10;2020-09-11
2020-09-12;13;18;14;3;9;14;11;2;7;9;8;3;5;2;3;4;10;2020-09-12
2020-09-13;12;17;14;3;9;15;11;2;7;9;8;4;5;2;3;4;10;2020-09-13
2020-09-14;13;18;14;3;10;14;11;1;7;10;9;4;6;3;3;4;10;2020-09-14
2020-09-15;11;18;13;3;9;14;11;2;7;11;8;5;6;3;4;5;10;2020-09-15
2020-09-16;13;17;14;3;10;15;11;2;8;12;8;5;6;3;4;6;11;2020-09-16
2020-09-17;13;20;15;3;11;13;12;2;8;13;9;6;6;3;4;6;12;2020-09-17
2020-09-18;14;19;15;2;10;13;12;3;10;14;9;6;6;3;5;6;12;2020-09-18
2020-09-19;15;20;18;3;10;14;12;3;10;15;8;6;7;2;6;7;13;2020-09-19
2020-09-20;14;20;20;3;12;16;12;3;11;15;8;6;6;4;6;6;13;2020-09-20
2020-09-21;15;20;21;3;12;15;12;3;11;15;8;6;6;4;6;6;13;2020-09-21
2020-09-22;15;20;23;3;12;16;12;4;10;16;9;6;7;4;7;6;13;2020-09-22
2020-09-23;14;19;23;3;14;17;12;3;10;16;9;7;7;4;7;5;13;2020-09-23
2020-09-24;14;19;24;3;13;18;12;4;10;16;8;6;8;5;7;6;13;2020-09-24
2020-09-25;13;18;25;4;15;17;13;3;10;16;9;5;7;5;8;6;13;2020-09-25
2020-09-26;13;17;24;4;19;20;14;3;11;17;9;6;8;4;9;5;13;2020-09-26
2020-09-27;11;17;27;4;22;21;16;2;10;17;9;6;8;5;8;5;13;2020-09-27
2020-09-28;14;16;28;4;23;22;16;2;9;18;10;6;8;6;8;5;14;2020-09-28
2020-09-29;15;16;26;5;24;23;16;3;11;19;10;5;8;7;9;4;15;2020-09-29
2020-09-30;15;15;27;4;28;23;17;3;11;19;11;4;8;6;9;4;15;2020-09-30
2020-10-01;14;16;29;5;31;22;16;3;10;21;10;5;8;6;9;4;15;2020-10-01
2020-10-02;15;16;30;5;34;22;17;4;10;22;11;6;7;7;8;5;15;2020-10-02
2020-10-03;13;16;33;5;35;21;18;4;12;22;12;9;7;6;8;5;16;2020-10-03
2020-10-04;16;16;37;6;34;23;19;4;12;22;11;8;7;6;8;7;16;2020-10-04
2020-10-05;16;16;38;7;36;24;21;3;13;22;12;8;8;6;8;7;17;2020-10-05
2020-10-06;16;16;41;7;36;26;21;8;14;24;13;15;7;7;8;7;18;2020-10-06
2020-10-07;18;16;42;7;40;28;22;6;14;25;14;17;9;6;9;7;19;2020-10-07
2020-10-08;21;18;46;9;49;27;23;7;15;27;16;14;10;6;8;7;20;2020-10-08
2020-10-09;23;21;51;9;54;30;26;6;17;29;16;17;13;6;10;8;22;2020-10-09
2020-10-10;24;23;54;11;48;29;30;7;18;32;18;18;17;6;10;9;24;2020-10-10
2020-10-11;26;24;58;11;66;30;32;6;18;34;19;24;18;7;11;10;26;2020-10-11
2020-10-12;29;26;62;12;68;29;33;5;16;37;22;26;20;8;11;10;27;2020-10-12
2020-10-13;32;27;60;12;71;28;34;7;22;40;23;27;21;8;12;12;30;2020-10-13
2020-10-14;32;29;71;17;68;29;37;10;22;41;25;37;22;7;12;14;31;2020-10-14
2020-10-15;35;32;71;19;69;30;42;12;23;45;26;43;26;8;13;16;34;2020-10-15
2020-10-16;38;35;74;20;73;33;47;14;27;50;27;45;25;8;12;18;37;2020-10-16
2020-10-17;42;39;79;20;78;26;54;13;30;52;32;59;31;10;13;19;41;2020-10-17
2020-10-18;43;44;84;22;72;39;55;16;31;55;32;66;32;14;13;20;43;2020-10-18
2020-10-19;46;47;88;23;75;43;58;17;32;55;35;68;38;14;15;21;45;2020-10-19
2020-10-20;48;51;85;24;76;40;64;17;34;62;39;67;40;16;19;23;49;2020-10-20
2020-10-21;49;55;93;23;83;46;70;18;32;67;40;58;42;17;21;24;51;2020-10-21
2020-10-22;53;61;103;29;89;47;76;19;36;71;45;63;48;19;24;28;56;2020-10-22
2020-10-23;61;67;106;27;75;53;81;20;37;74;50;70;53;23;26;31;60;2020-10-23
2020-10-24;68;74;113;32;101;63;94;24;43;87;57;71;54;24;30;32;68;2020-10-24
2020-10-25;75;80;120;35;115;71;104;27;44;96;58;91;65;28;34;41;75;2020-10-25
2020-10-26;81;87;123;36;121;75;109;28;51;105;65;91;71;31;36;43;81;2020-10-26
2020-10-27;85;92;127;34;127;84;119;29;54;117;72;100;73;34;37;43;87;2020-10-27
2020-10-28;91;105;131;40;143;88;129;31;62;122;80;97;68;40;42;50;94;2020-10-28
2020-10-29;96;108;140;43;152;92;137;36;60;132;83;101;78;43;46;51;99;2020-10-29
2020-10-30;99;114;146;43;160;93;146;38;64;140;86;117;90;50;46;55;105;2020-10-30
2020-10-31;107;119;150;49;176;93;151;43;76;147;97;105;92;50;50;61;111;2020-10-31
2020-11-01;113;123;164;53;177;101;149;44;78;147;97;143;97;53;54;61;115;2020-11-01
2020-11-02;116;130;165;59;189;105;161;46;85;152;99;161;110;53;57;61;120;2020-11-02
2020-11-03;117;135;156;67;208;101;160;43;89;162;108;164;114;52;56;65;124;2020-11-03
2020-11-04;118;142;166;56;210;100;156;43;89;167;107;145;112;51;54;67;126;2020-11-04
2020-11-05;121;146;162;56;217;100;152;47;88;168;112;147;105;52;54;71;127;2020-11-05
2020-11-06;122;151;172;59;215;109;154;48;88;165;115;137;120;55;53;73;129;2020-11-06
2020-11-07;128;160;179;66;226;108;160;48;86;168;118;148;130;58;52;73;133;2020-11-07
2020-11-08;135;163;188;65;225;124;165;49;86;165;116;142;145;56;52;75;136;2020-11-08
2020-11-09;139;172;185;69;202;127;164;50;93;166;119;134;155;58;52;78;139;2020-11-09
2020-11-10;136;172;170;71;200;122;172;50;93;169;126;138;148;61;54;78;139;2020-11-10
2020-11-11;133;171;176;67;186;113;174;46;91;168;126;150;148;60;55;74;138;2020-11-11
2020-11-12;134;179;173;67;178;106;175;36;93;165;128;154;148;60;55;76;139;2020-11-12
2020-11-13;134;181;191;63;174;114;174;44;95;165;137;138;145;58;53;79;140;2020-11-13
2020-11-14;135;179;195;63;156;118;167;42;103;166;138;144;150;60;55;86;141;2020-11-14
2020-11-15;132;180;207;70;157;123;170;42;105;166;138;158;153;57;52;84;143;2020-11-15
2020-11-16;134;182;210;75;157;122;174;42;98;165;138;142;166;58;52;90;143;2020-11-16
2020-11-17;133;173;206;80;150;110;163;41;96;166;145;141;173;62;47;92;141;2020-11-17
2020-11-18;132;171;214;75;158;102;159;43;88;165;140;136;161;62;49;96;139;2020-11-18
2020-11-19;132;167;208;76;169;92;162;46;86;167;135;115;178;63;47;103;139;2020-11-19
2020-11-20;134;168;200;76;149;101;170;45;85;166;131;124;170;65;48;100;139;2020-11-20
2020-11-21;134;170;208;86;153;97;170;46;87;167;129;125;173;71;47;114;141;2020-11-21
2020-11-22;135;172;224;86;148;107;170;46;85;161;124;115;177;71;46;121;141;2020-11-22
2020-11-23;139;176;220;96;147;106;165;47;89;160;129;108;195;76;46;125;143;2020-11-23
2020-11-24;127;178;198;90;144;99;171;49;94;159;136;115;194;82;47;133;142;2020-11-24
2020-11-25;132;173;195;88;145;99;162;47;92;158;134;106;187;71;47;134;140;2020-11-25
2020-11-26;129;173;202;92;132;72;158;44;85;154;131;112;190;81;48;144;138;2020-11-26
2020-11-27;129;172;193;94;111;87;157;47;82;150;128;89;201;83;48;149;136;2020-11-27
2020-11-28;128;171;190;96;121;75;152;46;86;145;125;91;225;86;46;144;136;2020-11-28
2020-11-29;129;174;178;94;99;82;152;46;84;146;117;106;226;88;47;137;136;2020-11-29
2020-11-30;133;175;199;96;93;80;149;47;83;148;118;111;242;98;46;142;138;2020-11-30
2020-12-01;134;171;180;91;116;74;153;47;78;143;120;121;257;94;44;143;137;2020-12-01
2020-12-02;132;170;171;91;119;68;153;45;75;138;120;109;261;91;44;138;134;2020-12-02
2020-12-03;134;172;163;94;116;69;147;47;70;138;120;100;267;99;43;139;134;2020-12-03
2020-12-04;134;171;160;102;109;70;146;47;67;138;123;96;276;103;44;160;135;2020-12-04
2020-12-05;140;172;159;108;112;91;142;49;73;140;131;126;280;106;47;166;138;2020-12-05
2020-12-06;144;175;182;112;108;104;146;47;72;140;126;129;301;106;49;167;142;2020-12-06
2020-12-07;150;176;184;117;112;109;148;50;76;142;134;111;322;111;52;178;146;2020-12-07
2020-12-08;152;177;169;108;114;105;152;52;76;146;124;135;319;122;54;183;147;2020-12-08
2020-12-09;153;179;176;109;108;102;157;57;74;148;138;136;315;124;58;187;149;2020-12-09
2020-12-10;160;186;176;101;114;104;151;66;79;141;138;140;310;128;59;192;149;2020-12-10
2020-12-11;169;188;183;113;129;105;152;71;79;153;143;169;313;135;68;195;156;2020-12-11
2020-12-12;175;193;170;125;128;108;173;78;86;159;153;171;342;135;73;210;163;2020-12-12
2020-12-13;180;200;187;135;134;125;176;83;85;162;149;161;349;142;79;231;169;2020-12-13
2020-12-14;187;204;193;152;134;126;181;90;94;168;158;186;379;151;80;235;176;2020-12-14
2020-12-15;191;193;184;152;130;128;184;91;91;172;167;188;329;152;82;251;174;2020-12-15
2020-12-16;192;210;182;148;132;125;182;93;89;173;166;167;407;147;86;255;180;2020-12-16
2020-12-17;160;210;178;162;133;131;190;97;91;177;170;169;415;148;92;274;179;2020-12-17
2020-12-18;194;212;179;161;128;132;178;100;98;180;164;175;415;154;93;284;185;2020-12-18
2020-12-19;199;214;185;170;130;134;196;96;102;181;163;174;432;172;94;285;190;2020-12-19
2020-12-20;204;218;208;176;118;147;201;95;100;182;157;161;427;183;93;283;192;2020-12-20
2020-12-21;208;217;208;184;131;148;209;96;110;186;166;166;444;188;93;293;197;2020-12-21
2020-12-22;208;216;198;203;134;146;200;97;114;191;170;183;427;193;94;299;198;2020-12-22
2020-12-23;202;207;206;191;133;149;208;96;107;190;164;163;414;191;104;320;195;2020-12-23
2020-12-24;204;208;207;195;138;153;185;96;110;192;165;170;426;202;110;328;196;2020-12-24
2020-12-25;195;196;188;177;126;155;194;87;102;181;154;171;441;200;104;321;189;2020-12-25
2020-12-26;175;180;154;145;113;143;169;83;102;162;137;159;404;189;93;303;171;2020-12-26
2020-12-27;160;171;157;143;103;139;162;78;97;151;136;144;376;187;86;290;161;2020-12-27
2020-12-28;153;168;170;140;90;139;152;77;96;147;124;152;371;183;86;288;158;2020-12-28
2020-12-29;147;162;145;135;90;113;139;77;87;139;123;131;365;172;85;274;149;2020-12-29
2020-12-30;141;155;140;154;95;104;126;82;80;133;115;113;330;157;82;255;141;2020-12-30
2020-12-31;133;163;126;177;80;100;132;89;80;127;110;113;327;153;77;246;140;2020-12-31
2021-01-01;129;165;127;197;87;113;132;90;84;126;113;101;335;165;76;256;142;2021-01-01
2021-01-02;131;161;128;180;85;119;134;92;89;124;118;97;341;162;74;245;141;2021-01-02
2021-01-03;129;157;121;177;82;118;134;91;89;123;118;91;330;174;77;249;140;2021-01-03
2021-01-04;129;159;126;170;81;110;134;92;91;120;118;87;323;182;78;251;139;2021-01-04
2021-01-05;125;160;116;143;80;102;131;97;88;117;115;87;299;177;77;242;135;2021-01-05
2021-01-06;124;139;117;144;74;113;130;96;76;115;110;79;262;157;76;245;127;2021-01-06
2021-01-07;101;122;122;136;74;113;126;103;76;117;108;90;270;160;79;232;122;2021-01-07
2021-01-08;112;136;151;213;74;118;131;108;85;128;116;128;298;180;83;257;137;2021-01-08
2021-01-09;125;148;183;244;82;135;148;124;102;142;133;154;339;185;96;289;154;2021-01-09
2021-01-10;139;156;190;234;90;139;162;133;110;150;133;174;358;163;102;314;162;2021-01-10
2021-01-11;142;161;187;251;91;140;163;134;119;150;139;168;360;216;100;316;167;2021-01-11
2021-01-12;139;159;187;258;86;127;157;129;114;149;139;184;342;238;98;326;164;2021-01-12
2021-01-13;130;148;184;230;84;120;150;122;108;142;132;76;304;232;94;324;155;2021-01-13
2021-01-14;133;160;180;212;84;115;141;117;100;131;122;160;292;241;92;310;151;2021-01-14
2021-01-15;131;156;166;220;79;104;137;118;93;128;119;140;274;243;90;288;146;2021-01-15
2021-01-16;123;148;158;202;80;99;129;116;99;122;114;119;256;235;87;268;139;2021-01-16
2021-01-17;111;142;160;206;86;109;130;119;92;123;107;111;253;226;86;274;136;2021-01-17
2021-01-18;119;130;160;206;87;98;129;121;97;121;97;108;245;228;89;274;134;2021-01-18
2021-01-19;112;136;138;225;83;93;125;119;98;118;106;106;226;212;87;256;132;2021-01-19
2021-01-20;105;128;128;209;79;86;121;112;90;113;101;111;193;205;89;238;123;2021-01-20
2021-01-21;99;120;116;203;77;83;119;113;90;111;101;109;186;195;88;225;119;2021-01-21
2021-01-22;96;115;112;194;81;82;119;108;89;107;100;111;169;185;92;218;115;2021-01-22
2021-01-23;92;109;105;181;79;79;115;106;89;106;101;108;169;204;92;210;113;2021-01-23
2021-01-24;90;109;110;167;75;82;113;106;86;105;96;112;167;198;96;208;111;2021-01-24
2021-01-25;90;107;110;171;74;90;112;107;85;104;100;113;171;204;94;204;111;2021-01-25
2021-01-26;87;104;102;161;76;84;108;103;84;102;100;112;161;196;90;194;108;2021-01-26
2021-01-27;82;97;90;151;78;75;105;104;75;97;98;109;141;182;92;184;101;2021-01-27
2021-01-28;79;97;89;151;73;84;100;101;76;93;90;107;130;174;94;174;98;2021-01-28
2021-01-29;76;94;85;140;74;71;94;99;72;90;86;111;131;166;90;172;94;2021-01-29
2021-01-30;75;91;83;135;82;82;91;97;71;86;68;112;125;162;84;164;91;2021-01-30
2021-01-31;74;90;84;125;83;82;92;94;72;85;78;122;120;143;79;164;90;2021-01-31
2021-02-01;74;92;85;124;83;80;92;91;76;86;82;126;121;131;80;161;91;2021-02-01
2021-02-02;75;92;81;123;84;76;90;89;76;84;82;122;120;145;80;157;90;2021-02-02
2021-02-03;71;83;72;112;89;60;88;81;65;81;74;113;105;127;69;149;83;2021-02-03
2021-02-04;67;83;72;106;86;65;86;86;62;77;70;125;100;123;69;148;81;2021-02-04
2021-02-05;64;82;72;97;90;64;84;87;69;78;67;117;101;119;67;146;80;2021-02-05
2021-02-06;62;79;68;92;81;62;81;84;67;75;66;116;97;116;64;144;77;2021-02-06
2021-02-07;61;76;69;89;78;63;81;85;66;73;60;116;96;114;64;135;76;2021-02-07
2021-02-08;61;77;71;88;81;64;80;84;69;72;61;112;100;114;61;138;76;2021-02-08
2021-02-09;60;75;62;87;80;62;77;82;67;67;63;110;91;106;62;135;73;2021-02-09
2021-02-10;58;69;56;79;69;59;72;77;60;67;58;101;76;94;60;123;68;2021-02-10
2021-02-11;56;64;56;79;67;58;66;71;59;63;55;85;75;84;60;106;64;2021-02-11
2021-02-12;53;62;58;77;65;58;63;67;60;59;53;73;71;79;62;106;62;2021-02-12
2021-02-13;51.000000;60.000000;57.000000;73.000000;60.000000;60.000000;60.000000;64.000000;60.000000;57.000000;51.000000;76.000000;68.000000;75.000000;60.000000;99.000000;60.000000;RKIcasenumbers/RKI_Corona_2021-02-13T11:44:05.283127ALL
2021-02-14;49.000000;56.000000;57.000000;72.000000;59.000000;62.000000;55.000000;67.000000;58.000000;54.000000;47.000000;72.000000;65.000000;76.000000;57.000000;98.000000;57.000000;RKIcasenumbers/RKI_Corona_2021-02-14T20:02:20.252258ALL
