Datum;BW;BY;BE;BB;HB;HH;HE;MV;NI;NW;RP;SL;SN;ST;SH;TH; Deutschland;Datum
2021-08-31;77.800000;70.100000;72.200000;26.900000;81.900000;80.400000;74.800000;31.700000;58.200000;124.900000;72.000000;80.100000;19.300000;15.800000;47.100000;23.600000;74.800000;RKIcasenumbers/RKI_Corona_2021-08-31T21:05:03.342532ALL
2021-09-01;78.300000;69.800000;80.500000;28.300000;94.500000;77.200000;85.600000;32.400000;60.200000;120.300000;74.900000;88.800000;19.500000;16.900000;47.600000;24.800000;75.700000;RKIcasenumbers/RKI_Corona_2021-09-01T21:05:03.467700ALL
2021-09-02;81.700000;64.600000;83.200000;28.200000;97.200000;76.000000;95.200000;34.000000;60.800000;120.000000;82.900000;90.900000;22.700000;18.900000;49.500000;26.600000;76.900000;RKIcasenumbers/RKI_Corona_2021-09-02T21:05:03.644992ALL
2021-09-03;83.600000;73.800000;83.800000;30.600000;101.000000;79.000000;103.700000;34.600000;64.600000;119.000000;90.700000;92.300000;25.100000;21.700000;49.400000;27.200000;80.200000;RKIcasenumbers/RKI_Corona_2021-09-03T21:05:02.792779ALL
2021-09-06;93.200000;77.400000;82.500000;37.300000;116.200000;81.100000;116.900000;36.000000;72.500000;115.000000;100.300000;97.600000;30.300000;23.300000;50.500000;31.200000;84.300000;RKIcasenumbers/RKI_Corona_2021-09-06T21:05:03.217558ALL
2021-09-07;91.100000;77.500000;87.900000;36.400000;115.400000;79.800000;115.100000;34.500000;71.200000;113.700000;103.600000;96.300000;29.300000;25.300000;50.800000;32.800000;83.800000;RKIcasenumbers/RKI_Corona_2021-09-07T21:05:03.411891ALL
2021-09-08;91.000000;77.500000;81.000000;37.500000;117.600000;78.900000;113.600000;36.400000;71.600000;109.400000;103.000000;89.200000;32.200000;25.300000;49.100000;38.300000;82.700000;RKIcasenumbers/RKI_Corona_2021-09-08T21:05:03.520095ALL
2021-09-09;92.600000;80.000000;82.900000;40.100000;122.200000;80.300000;110.500000;38.400000;75.000000;108.400000;100.400000;90.700000;35.800000;26.800000;47.200000;40.800000;83.500000;RKIcasenumbers/RKI_Corona_2021-09-09T21:05:02.667950ALL
2021-09-10;93.300000;81.300000;84.700000;40.000000;124.400000;78.100000;109.800000;39.600000;76.500000;106.900000;101.000000;84.800000;37.800000;25.700000;46.900000;44.100000;83.800000;RKIcasenumbers/RKI_Corona_2021-09-10T21:05:02.833642ALL
2021-09-13;91.800000;86.400000;84.000000;44.300000;117.300000;75.400000;103.900000;37.900000;75.800000;99.300000;94.200000;72.300000;43.600000;27.300000;43.100000;45.400000;81.900000;RKIcasenumbers/RKI_Corona_2021-09-13T10:09:34.670039ALL
2021-09-14;90.900000;85.800000;85.200000;42.600000;117.300000;70.700000;100.600000;38.700000;73.000000;99.400000;95.800000;72.700000;40.100000;29.200000;42.300000;47.500000;81.100000;RKIcasenumbers/RKI_Corona_2021-09-14T09:10:46.789482ALL
2021-09-15;91.300000;81.700000;85.300000;43.100000;114.100000;64.300000;95.500000;37.800000;68.300000;94.600000;87.300000;73.200000;36.800000;29.900000;40.500000;48.600000;77.900000;RKIcasenumbers/RKI_Corona_2021-09-15T09:29:19.153870ALL
2021-09-16;92.900000;84.300000;85.800000;44.200000;112.800000;65.500000;90.900000;36.200000;65.600000;87.900000;82.400000;66.100000;38.000000;33.100000;40.200000;49.100000;76.300000;RKIcasenumbers/RKI_Corona_2021-09-16T08:39:27.766602ALL
2021-09-17;94.300000;86.700000;83.400000;43.700000;108.900000;64.100000;86.800000;33.600000;61.800000;81.800000;79.500000;67.600000;37.900000;35.900000;40.400000;52.200000;74.700000;RKIcasenumbers/RKI_Corona_2021-09-17T21:10:51.568473ALL
2021-09-20;93.200000;87.100000;78.000000;41.100000;110.900000;60.600000;78.100000;31.800000;58.600000;73.000000;73.100000;62.300000;39.900000;36.400000;36.200000;57.300000;71.000000;RKIcasenumbers/RKI_Corona_2021-09-20T08:32:28.402395ALL
2021-09-21;88.800000;87.000000;75.700000;39.800000;108.200000;57.500000;74.400000;30.100000;56.800000;69.000000;71.300000;62.000000;36.800000;39.400000;34.400000;51.000000;68.500000;RKIcasenumbers/RKI_Corona_2021-09-21T14:01:21.232474ALL
2021-09-22;83.800000;85.200000;70.100000;39.400000;102.900000;52.600000;72.400000;27.500000;51.100000;65.200000;67.200000;61.700000;35.300000;36.200000;34.500000;43.700000;65.000000;RKIcasenumbers/RKI_Corona_2021-09-22T08:41:25.714617ALL
2021-09-23;80.700000;80.500000;69.100000;37.400000;106.700000;50.100000;68.600000;27.400000;51.000000;64.000000;65.900000;60.500000;37.500000;33.300000;32.800000;48.100000;63.100000;RKIcasenumbers/RKI_Corona_2021-09-23T21:49:49.933885ALL
2021-09-24;80.900000;82.000000;69.100000;38.100000;111.300000;52.400000;66.200000;27.400000;49.300000;61.200000;61.600000;62.100000;38.300000;36.800000;31.300000;51.800000;62.500000;RKIcasenumbers/RKI_Corona_2021-09-24T08:26:42.863569ALL
2021-09-27;80.900000;82.800000;69.200000;35.900000;109.400000;56.600000;66.100000;34.000000;46.800000;57.500000;58.200000;57.800000;42.500000;33.400000;30.300000;55.500000;61.700000;RKIcasenumbers/RKI_Corona_2021-09-27T08:02:07.079595ALL
2021-09-28;79.000000;81.200000;62.000000;34.700000;112.800000;54.100000;63.800000;34.600000;45.200000;55.600000;59.600000;58.000000;40.200000;35.500000;30.200000;61.700000;60.300000;RKIcasenumbers/RKI_Corona_2021-09-28T15:32:13.746535ALL
2021-09-29;80.300000;83.900000;66.000000;34.500000;115.900000;54.200000;64.000000;39.000000;44.900000;53.900000;56.100000;53.600000;45.300000;33.200000;30.600000;70.600000;61.000000;RKIcasenumbers/RKI_Corona_2021-09-29T08:08:56.921535ALL
2021-09-30;82.900000;86.400000;67.700000;36.800000;116.700000;51.600000;65.300000;44.900000;46.200000;55.900000;56.000000;50.700000;53.200000;36.100000;29.200000;73.600000;63.000000;RKIcasenumbers/RKI_Corona_2021-09-30T08:34:55.987083ALL
2021-10-01;82.400000;87.800000;74.400000;38.500000;121.000000;58.400000;65.200000;48.800000;46.800000;55.900000;56.800000;45.500000;58.200000;42.100000;29.100000;74.900000;64.300000;RKIcasenumbers/RKI_Corona_2021-10-01T12:45:16.155950ALL
2021-10-04;84.400000;90.100000;75.200000;39.400000;113.400000;64.200000;63.600000;49.900000;46.100000;52.900000;54.900000;42.900000;71.000000;41.400000;28.700000;76.600000;64.700000;RKIcasenumbers/RKI_Corona_2021-10-04T10:36:42.756528ALL
2021-10-05;80.300000;90.000000;76.600000;40.300000;114.100000;68.100000;62.200000;49.800000;45.600000;51.500000;52.900000;42.800000;65.500000;44.700000;28.900000;76.200000;63.600000;RKIcasenumbers/RKI_Corona_2021-10-05T08:43:15.463837ALL
2021-10-06;78.600000;88.600000;76.600000;41.500000;106.000000;61.000000;61.400000;47.700000;42.100000;51.200000;50.400000;39.700000;67.900000;39.900000;28.000000;79.100000;62.300000;RKIcasenumbers/RKI_Corona_2021-10-06T21:05:03.098125ALL
2021-10-07;78.300000;87.900000;78.200000;47.100000;108.800000;57.400000;60.200000;47.000000;42.700000;50.200000;51.200000;40.100000;74.000000;44.300000;27.800000;82.700000;62.600000;RKIcasenumbers/RKI_Corona_2021-10-07T15:26:30.870857ALL
2021-10-08;80.200000;90.500000;78.400000;46.700000;105.700000;56.000000;60.800000;48.800000;42.300000;50.300000;52.800000;39.800000;77.800000;46.800000;27.200000;89.000000;63.800000;RKIcasenumbers/RKI_Corona_2021-10-08T13:12:29.274991ALL
2021-10-11;86.100000;92.600000;77.900000;49.300000;102.300000;51.700000;62.400000;50.000000;42.700000;52.200000;56.600000;45.900000;91.200000;47.000000;27.500000;96.100000;66.500000;RKIcasenumbers/RKI_Corona_2021-10-11T09:19:10.926129ALL
2021-10-12;80.800000;92.300000;79.400000;50.300000;100.900000;50.800000;61.200000;51.000000;42.600000;52.000000;59.200000;48.800000;85.300000;52.900000;27.800000;97.100000;65.800000;RKIcasenumbers/RKI_Corona_2021-10-12T08:56:29.346657ALL
2021-10-13;84.400000;91.400000;80.400000;50.500000;96.000000;50.400000;57.900000;50.900000;42.100000;49.900000;57.300000;54.400000;85.900000;50.700000;25.500000;103.700000;65.400000;RKIcasenumbers/RKI_Corona_2021-10-13T22:38:53.733086ALL
